comment,sentiment
🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱💙💙💙💙💙💙,neutral
😍😍,positive
Holiday collection?,neutral
Holiday collection?,neutral
Pay your workers in Bangladesh what they deserve!,negative
Precio,neutral
👏👏👏,positive
Left Suit  Tuxedo shirt with a bow tie  Hi-top trainers   Right Tuxedo jacket  Tuxedo shirt with a bow tie  Tuxedo trousers ,neutral
Support the garment workers in Bangladesh demanding a minimum wage that covers basic needs!,positive
👍❤️,positive
Save the children of Gaza🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸,neutral
Please support garment workers in Bangladesh demand for a higher minimum wage! Take a stand -   taka now!,positive
"Hice un pedido, no me lo han entregado, según Blue express esta Mao el número pedidos, aun ninguna respuesta.",negative
Hice un pedido que entregaron a otra persona y nadie me responde ni me da razón. Pésima atención al cliente!!!😡😡😡,negative
🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱,neutral
🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇺🇦🇺🇦🇺🇦🇺🇦🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱,neutral
🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱,neutral
😍😍😍,positive
❤️,positive
In front  Sequined mini skirt  Cotton T-shirt   In the back Rhinestone-embellished dress ,positive
"I would love to buy your stuff with a good conscience, but you are making it difficult for us consumers. Right now, your workers are making these trendy clothes for poverty wages at only  taka; they need a minimum wage of k tak-as to avoid starving on a daily basis.  ",negative
" , free 🇵🇸",neutral
You have the worst customer service in casablanca - Morocco mall,negative
😍😍😍😍😍,positive
 🇵🇸🇵🇸🇵🇸🇹🇷,neutral
Omg!!!! ❤️,positive
Beautiful dress 😍,positive
It s a shame that the web in panama it s so poor. We are not able to shop on line👎,negative
Bojkott free Palestine 🇵🇸🇵🇸🇵🇸,neutral
👏🔥,positive
 🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸,neutral
✨🎄✨🎄✨🎄✨,positive
Free palestine 🇵🇸,neutral
  the mini skirt but ill try and find the post I saw with the crop top,neutral
Finally ❤️❤️❤️ now let’s break it more ) time for change and add men in dresses,positive
Not loving this years campaign … 🥱🥱🥱🥱,negative
❤️🤍💙🤎💛🖤💜🧡💚💖,positive
😍😍😍😍,positive
❤️,positive
Left Regular Fit Velvet shirt  Tuxedo trousers  Canvas trainers  -pack necklaces  -pack rings   Middle Blazer  Shirt   Trousers  Boots   Right Bomber Jacket  Slim Fit Glittery polo-neck jumper  Flare trousers  Boots ,neutral
What holiday were you going for? Halloween?,negative
Can I design clothes and bags for you because everyone talks about your successful company so much and I loved cooperating with you and sharing the money?,neutral
CHEER UP LADS,positive
Loveeeee 😍,positive
Støtt fagforeningens krav om minstelønn i Bangladesh!!,neutral
Free palestine 🇵🇸🇵🇸🇵🇸🇵🇸,neutral
Extremely strange ad campaign. HM Marketing department needs an overhaul,negative
This just screams party….😬😬,positive
Wow. Don’t know how you convinced Bobby and the boys to do it but super cool,positive
Your holiday campaign is absolutely awful.,negative
Free Palestine 🇵🇸🇵🇸🇵🇸🇵🇸,neutral
Omg 😍,positive
Who are they?,neutral
Free Palestine,neutral
Hvorfor støtter ikke dere fagforeningenes krav om minstelønn i Bangladesh på   taka?,neutral
Need a coffee?,neutral
Free Palestine 🇵🇸🇵🇸🇵🇸🇵🇸,neutral
All looking like Severus Snape,neutral
beautiful!!!!!,positive
SO NATURALLY BEAUTIFUL 😍❤️❤️,positive
"As we come to the holiday season, will you  and share your production statistics? This is vital information if we are to achieve our sustainability goals.",neutral
🥰🥲❤️❤️,positive
You put a collection on web at . in the morning and at the same time already sold out!,negative
Oh my gawsh,positive
❤️,positive
Cute😊,positive
🔥👏,positive
obsessed is truly an understatement,positive
What is that for company policy???,neutral
Support garment workers in Bangladesh demand for a higher minimum wage!,neutral
👏👏👏,positive
🔥,positive
  👏👏,positive
 😭❤️‍🩹🤲🏻🇵🇸💔,neutral
🔥,positive
❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,positive
So BAD quality!!,negative
Love this pix ❤️,positive
There’s nothing in stock! And I called your customer service and said it won’t be restocked. Why advertise if there’s nothing in stock ???,negative
RESTOCK THE FULL COLLECTION PLEASE. MANY PIECES ARE OUT OF STOCK,neutral
If the skirt is SOLD OUT why advertise it?! Frustrating marketing to say the least.,negative
Make a move to pay workers what they want in Bangladesh. All on H&M we want human highstreet brands share the love - art and fashion should unite us not trample of peoples. Show the love we will back h&m for it. Share the light!,neutral
Alles ausverkauft sobald es online war. Nur influencer haben wohl einkaufen können. Echt schade und unnötig,negative
"Schaut mega aus 👍 die Bluse ist sehr besonders,ich hoffe,ich bekomme sie 😊",positive
Leider das Paillettenkleid verpasst 🥲 und auf diversen Platformen wird es zu Wucherpreisen von -€ verkauft 🤬,negative
STOP EXPLOITING WORKERS IN BANGLADESH,negative
"Hi, . Is there any chance you’ll ever update your app to allow for “notify me when this size is in stock”? This option is not available on the app (at least not in Romania).",neutral
 can you let me know when the white sequin tie back dress will be back in stock? It is on mannequins at my local store but they don’t have any in stock.,neutral
I want to use this medium to say a big thank you to ,neutral
"Hi   I was wondering how long does it take approximately for a certain item to restock? I really wanted the white sequin dress with black bow on the back, but it’s out of stock in my store and online🥲",neutral
 this shirt is not available online in Uk,negative
Youve surpassed my expectations ,positive
Καλησπέρα σας!!! Θα ήθελα το πουκάμισο. Είμαι από Σέρρες Ελλάδα. Θα το ήθελα με αντικαταβολή. Μπορείτε να μου πείτε για το νούμερο?,neutral
Shes awesome and trustworthy Ilet go of my fear and do the needful ,neutral
Left Oversized tuxedo shirt  Sequined maxi skirt  Rhinestone-embellished bracelet   Right Slim Fit Glittery polo-neck jumper  Slim Fit Suit trousers  Canvas trainers  -pack rings ,neutral
"What a shame your customer service!! Waiting for an order purchased on November,th and no response",negative
Quando vou achar uma saia dessas aqui no Brasil???????????,neutral
Hm,neutral
تحفة❤️ HM,positive
بكام,neutral
Hm,neutral
Hm,neutral
Hm,neutral
بكام,neutral
بكام والعنوان,neutral
Hm,neutral
Hm,neutral
Hm,neutral
Hm,neutral
Hm,neutral
👏👏,positive
❤️,positive
❤️,positive
كم سعره,neutral
بكام لو سمحت,neutral
❤️❤️❤️,positive
بكم,neutral
بكام,neutral
السعر؟,neutral
Hm,neutral
H.m,neutral
بكم,neutral
ممكن التفاصيل,neutral
بكام,neutral
بكام,neutral
بكام من فضلك,neutral
بكام,neutral
Hm,neutral
Hm,neutral
Hm,neutral
Hm,neutral
Hm,neutral
بكام والمقاسات ايه,neutral
بكام,neutral
بكام,neutral
🔥🔥🔥👏👏👏😍😍😍,positive
ممكن اعرف سعر الدريس,neutral
❤️❤️,positive
العنوان,neutral
سعر الدريس,neutral
بكام,neutral
السوت البيج ف اخضر بكام,neutral
الفستان الابيض بكام,neutral
السعر ايه,neutral
الفستان الابيض بكام,neutral
الدريس الاخضر بكام,neutral
🔥🔥,positive
Hm,neutral
السعر كام,neutral
السعر كام,neutral
Hm,neutral
بكام,neutral
الموديل دا موجود في فرع الاسكندريه ؟,neutral
بكام,neutral
هل يوجد لون اسود,neutral
Hm,neutral
Hm,neutral
😍,positive
ايه الجمال ده,positive
السعر والالوان,neutral
بكام,neutral
Hm,neutral
❤️❤️❤️❤️😘😘,positive
Hm,neutral
Hm,neutral
الله اكبر عليك كلهم تحفة,positive
ياخراشي ع السكر ❤️❤️❤️❤️❤️,positive
بكام من فضلك,neutral
تحفة التايجر,positive
في منه بنفسجي,neutral
بكام,neutral
في منه موڤات,neutral
Hm,neutral
بكام,neutral
H.m,neutral
بكام,neutral
hm?,neutral
سعر البنطلون,neutral
البنطلون الجينز الكارجو بكام,neutral
Location please?,neutral
ممكن العنوان,neutral
الفيست والبنطلون البيج,neutral
كل الاوت فيت تحفه وانتى اجمل❤️❤️❤️❤️,positive
احلى حبيبه في مصر كلها🔥❤️,positive
كلهم حلوين اوي اوي 😍😍,positive
💙💙💙,positive
Ahla wahda ❤️😍,positive
🔥🔥🔥🔥🔥,positive
كلهم حلوين عشان انتي الي محلياهم 🔥❤️ما شاء لله,positive
كل حاجة حلوة ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,positive
💕💕💕💕🌷,positive
عسوله وزي القمر بجد ❤️,positive
❤️❤️❤️,positive
الشميز في تاني outfit بكام ؟,neutral
جميله جدا يابوبا ياقمر ربنا يوفقك ❤️❤️,positive
سعر الجاكيت الجينز,neutral
😍😍😍,positive
منين الطقم,neutral
لما نزلتى فكرتينى بالفيلم بتاع عودى يا هاميس😂😂 لما كانت بتنزل كدة والطقم التانى حبيته اوووى اللهم بارك 😍,positive
لا سُكر مش قادرة ❤️😂,positive
مش عارفه يا اسراء الحاجات بتبقي تحفه بجد ماشاءالله الله اكبر عليكي بس بجد بحس ان هو لو جبت حاجه منهم لا مش هتبقي حلوة عليا بالشكل ده او انا اقصر او ارفع او اتخن فا لا مش هتبقي تمام😢,negative
التصوير حلو اوي والفكره تجنن 😍😍😍,positive
شكلك كيوت وعسل حالص❤️,positive
بتحلى كل حاجة والله ❤️❤️❤️,positive
استايلات ملوكي بجد ❤️❤️❤️,positive
الله الله تحفة اوى اوى ❤️❤️❤️,positive
سكر سكر ناعم 🤍🤍🤍🤍🤍🤍🤍😂,positive
خطيرة ي سو ❤️❤️❤️❤️❤️❤️❤️,positive
مش بعرف اتخيل الاطقم دى غير عليكى حقيقى وان احنا لما نلبسها هنبقى عبط اوى 😂😂❤️,positive
😍😍😍😍😍😍,positive
لذيذة بجد 😍❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,positive
  🥺,neutral
❤️❤️❤️❤️,positive
❤️❤️❤️❤️,positive
.ashrf,neutral
.ashrf,neutral
.ziad,neutral
 ,neutral
.ahmed,neutral
.ziad,neutral
.ahmed,neutral
نفسي اكسب معاكي مرة,neutral
وسايت مش بيفتح,negative
هو الويب سايت مش بيفتح ليه,negative
Hm,neutral
❤️❤️❤️,positive
Hm,neutral
حلو اوي,positive
بكام,neutral
بكام وينفع محجبات وفي منه ألوان,neutral
ممكن السعر والمقاسات والألوان,neutral
مقاسات ايه,neutral
السعر لو سمحتم,neutral
Hm,neutral
مكانكم فين,neutral
H.m,neutral
Hm,neutral
بكام,neutral
بكام,neutral
Hm,neutral
كام ؟,neutral
بكم,neutral
Hm,neutral
❤️❤️❤️,positive
Hm,neutral
بكام ؟,negative
بكام من فضلك,negative
بكام؟,negative
Hm ?,neutral
بكام,neutral
كم سعرها,neutral
بكام,neutral
بكام,neutral
بكام,neutral
H.m,neutral
💛🧡🧡❤️,positive
Hm,neutral
الجيبات دي اللي بقولكم عليها .beroooo .elsayed,neutral
😍😍😍,positive
حلو اوى,positive
Hm,neutral
Hm?,neutral
بكام,neutral
مقاساته وبكام,neutral
H.m??,neutral
😉,positive
Wooooow🔥🔥,positive
بجد انا بتعامل معاهم من زمان اووى حاجتهم بتيجى احسن من ال ف بالى حرفيا تحفه تحفه تحفه ❤❤❤,positive
Hm,neutral
كام,neutral
بكام,neutral
بكام,neutral
بكام,neutral
السعر,neutral
H m please,neutral
بكام,neutral
بكام,neutral
Hm,neutral
Hm plz,neutral
Hm,neutral
بكام,neutral
Hm,neutral
بكام,neutral
سعرها كام لوسمحتي,neutral
السعر,neutral
السعر لو سمحتم,neutral
بكام لو سمحت,neutral
بكام لو سمحت,neutral
Hm?,neutral
بكام,neutral
Hm,neutral
Hm,neutral
H.m,neutral
بكام السوت لو سمحتم,neutral
Hm,neutral
Hm blouse ??,neutral
Hm,neutral
بكام,neutral
بكام,neutral
ليندا ...احلي موديل ❤️❤️❤️,positive
🔥🔥,positive
بكام وفي لكو فرع في الزقازيق,neutral
ليندا ايهاب احلي موديل عندكم ❤️❤️❤️,positive
بكام الفستان,neutral
بكام,neutral
بكام,neutral
عنوان فرع المهندسين من فضلك,neutral
👏👏👏,positive
😍😍,positive
فى فرع فى اسكندريه؟؟,neutral
❤️❤️❤️,positive
بكام من فضلك,neutral
السعر من فضلك,neutral
Hm,neutral
HM,neutral
❤️🔥,positive
بكام و ممكن لينك السايت و الكود بيتكتب فين في السايت للخصم؟,neutral
متوفرة في الفروع ؟؟,neutral
بكام وألوانها إيه,neutral
Hm,neutral
H.m,neutral
بكام,neutral
😍😍🔥🔥,positive
Hm n available sizes,neutral
بكام,neutral
بكام والوانها اى,neutral
بكام ؟,neutral
بكام,neutral
بكام,neutral
Hm,neutral
بكام؟,neutral
Hm,neutral
بكام,neutral
بكام من فضلك,neutral
بكام من فضلك,neutral
وفين اللينك,neutral
ممكن اعرف السعر,neutral
السعر ؟ وف الوان؟,neutral
بكام,neutral
بكام,neutral
بكام,neutral
بكام,neutral
Hm,neutral
Hm,neutral
بكم,neutral
بكم,neutral
🔥🔥,positive
😍,positive
Hm,neutral
أحلا اختيار لأن ندى ألذ حد ممكن يعمل إعلان بجد 😍❤️,positive
😍😍😍😍,positive
استورى مفيدة للبنات 🔥🖤,positive
🔥🔥,positive
Wo,neutral
What 😍😍😍😍🔥🔥🔥,positive
Ahla wahda ❤️‍🔥❤️‍🔥❤️‍🔥,positive
Love this 🔥👏😍,positive
❤️❤️❤️,positive
😍😍😍😍😍😍😍😍😍❤️❤️❤️❤️❤️,positive
On 🔥🔥🔥🔥,positive
Icon🔥,positive
OMG! On fire as usual ❤️‍🔥🧿,positive
Ya khabaaaaar😍😍😍😍,positive
Bestie on fire😍😍😍,positive
😍😍😍😍😍😍,positive
🔥🔥,positive
Amazing nada ❤️🔥👏,positive
كام سعرة ومش موجود على السايت مش لقياه,neutral
بكام البليزر,neutral
بكام البليزر,neutral
Hm,neutral
بكام البليزر,neutral
Hm,neutral
كام سعره,neutral
ممكن سعر البليزر!,neutral
How much,neutral
Hm,neutral
H.m,neutral
بكام,neutral
ليش مش كل كلوكشن متوفر في الويبسايت؟؟ طيب احنا بمكان مافيهوش فرع ملامح نشتري ازاي🤷🏻‍♀️,negative
❤️❤️,positive
hm,neutral
❤️❤️❤️❤️,positive
Very chic 😍,positive
عاوزين بدلة سكيرت تنفع للمحجبات,neutral
Hm,neutral
بكام الكرافات؟,neutral
Hm each plz?,neutral
السعر لو سمحت؟,neutral
🔥🔥🔥❤️❤️❤️,positive
♥️😍,positive
Hm,neutral
Hm,neutral
السعر كام,neutral
H.m,neutral
بكام,neutral
سعر م فضلك,neutral
العنوان فين من فضلك,neutral
بكام,neutral
Hm,neutral
Wooow,positive
Hm,neutral
بكام,neutral
H.m,neutral
Hm,neutral
H.m,neutral
Hm,neutral
Hm,neutral
Hm,neutral
بكام  الطقم,neutral
H.m?,neutral
Hm,neutral
كم سعر الطقم,neutral
شفتة علي البلوجر نسمة الصراحة زودتة جمال لاكن انا لو بشتري وشفتة علي المودل استحالة اشترية ,negative
سعر الطقم كام ومقاساته والوانه,neutral
بكام البليزر,neutral
بكام لو سمحتي,neutral
👏👏👏👏Love ❤️,positive
Hm blazer and the pant,neutral
بكام لو سمحت,neutral
Hm,neutral
بكام لو سمحت,neutral
Hm,neutral
بكام لو سمحت,neutral
❤️❤️🔥🔥,positive
بكام,neutral
❤️❤️❤️,positive
سعره وخامته ومقاساته من فضلك ؟,neutral
H M ?,neutral
بكام,neutral
Hm? Vest,neutral
Very cool ❤️,positive
بكام ال set كامله والمقاسات ؟؟,neutral
Hm,neutral
Hm,neutral
Vest h.m,neutral
🔥🔥🔥,positive
Hm,neutral
بكام,neutral
سعر,neutral
البنطلون بكام,neutral
بكام,neutral
بكام,neutral
Elegant 😍,positive
Hm,neutral
😍😍😍very chic,positive
hm,neutral
بكام,neutral
Hm,neutral
بكام,neutral
موديلاتكو حلوة اوي وذوقها راقي❤️,positive
الحاجات دى موجودة فى فرع مدينتى الجديد؟,neutral
هو ليه مش كل الكولكشن موجود فى site ولا حتى فى stores فى طنطا !,negative
تحفه بجد ❤️❤️🫶🏻🥹,positive
😍😍😍👏👏👏,positive
🔥🔥🔥🔥🔥🔥🔥🔥,positive
Big wow❤,positive
طب اي بقي ي ملامح م كفايه ابداع وجمال فلسنه🙂😂,positive
 أياام😂,neutral
Hm,neutral
بكام والمقاسات ايه,neutral
بكام والخامه ايه,neutral
بكام الفيست لو سمحتي,neutral
بكام,neutral
😍😍😍,positive
بكام,neutral
Hm,neutral
Hm,neutral
🔥🔥🔥🔥,positive
😍😍😍😍😍,positive
Hm?,neutral
H.m,neutral
😢😢,negative
البليزر البيج الطويل القط بالبنطلون بكام,neutral
I love it 👏,positive
😍👏👏,positive
👏👏👏,positive
Wo,neutral
😍😍😍😍😍,positive
🔥🔥🔥🔥,positive
البليزر بكام ؟,neutral
فيه منه اسود,neutral
Hm please,neutral
بكام,neutral
Hm,neutral
Hm,neutral
Hm,neutral
Hm,neutral
Hm,neutral
Hm,neutral
Hm,neutral
Bkam,neutral
بكام البليزر,neutral
Hm,neutral
Tofaaa🔥🔥🔥🔥,positive
بكام البدلة كاملة لو سمحت,neutral
Hm,neutral
Hm,neutral
Hm,neutral
Hm,neutral
بكام البليزر,neutral
Hm?,neutral
ممكن السعر موجوده في فرع المنصوره,neutral
H.m,neutral
بكام,neutral
بسم الله ماشاء الله ❤️❤️👏👏👏😍😍,positive
تسلم ايدكم 😍😍😍😍,positive
بكام,neutral
بكام وفي منه ألوان,positive
متاح ف فرع السعوديه,positive
مساء الخير لو سمحتى ممكن اعرف سعر البنطلون والسوت كام,neutral
hm,neutral
بكام السوت البيچ,neutral
بكام السوت الكحلي,neutral
Hm,neutral
Hm,neutral
بكام لو سمحتي,neutral
بكام السوت البيج,neutral
hm,neutral
Hm,neutral
hm,neutral
Η m please,neutral
بكام,neutral
Hm,neutral
Hm,neutral
Hm,neutral
👏👏,positive
😍😍😍,positive
Wow 😮 ❤️🔥,positive
🔥🔥🔥🔥🔥,positive
❤️❤️,positive
🔥🔥🔥🔥❤️❤️❤️❤️,positive
wooooooooow❤️😍,positive
Opaa😍😍,positive
سيده أعمال ناجحه بتقدير 👏,neutral
Oooohhh ❤️❤️❤️,positive
Amazing❤️❤️❤️❤️❤️,positive
😍😍🔥👏,positive
Helwin awi awi😍❤️,positive
😍😍😍,positive
❤️❤️❤️,positive
😍😍👏,positive
Awesome ❤❤❤❤,positive
😍😍😍😍,positive
Ohhhh🔥🔥🔥🔥🔥,positive
OMG 😍😍😍😍😍,positive
خطيره🔥,positive
👏,neutral
Wdy🔥,positive
So excited 🙌,positive
GOOOOOOOOOOO,neutral
Gooo❤️❤️,positive
Wow😍😍,positive
😍😍😍😍😍😍,positive
ايوه بقى ❤️❤️❤️❤️❤️🔥🔥🔥,positive
Wo,neutral
My favorite line 😍,positive
👏❤️❤️❤️,positive
👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻,positive
😢😢😢😢,negative
مين القمرات,neutral
🤩🤩🤩🤩🤩,positive
هو ده اللى كنت مستنياه 😍😍,positive
😍😍😍😍😍😍,positive
فكرة حلوة جدا جدا جدا جدا برافو عليكوا,positive
My favourite line 🖤🖤,positive
🔥🔥🔥🔥😍,positive
متاح بفرع اسكندرية ؟,neutral
متاح مقاسات كبيره,neutral
😍😍😍,positive
عاوزين خط عطور,neutral
😍😍😍😍,positive
🔥🔥🔥🔥,positive
Amazing ❤❤,positive
🔥🔥,positive
❤️❤️❤️,positive
السعر والمقاسات ؟,neutral
بكام والوانه اي؟,neutral
بكام بنطلون وكاردن ؟,neutral
ممكن السعر؟,neutral
المقاسات والألوان والسعر,neutral
Hm ومتاح في فرع مدينتي ؟!,neutral
كارديجان سعره وعنوانكم,neutral
بكام,neutral
السعر كام و فروعو فين,neutral
سعره كام من فضلك واطلبه ازاي,neutral
الوانو وسعرو,neutral
سعره كام وألوانه ايه والمقاسات,neutral
ممكن السعر والالوان😂,neutral
السعر والألوان لو سمحت,neutral
بكام لو سمحت,neutral
بكام لو سمحت ومقاساته ايه,neutral
Hm,neutral
هو خامته ايه,neutral
Hm,neutral
بكام ده ؟,neutral
بكام الدريس البني والجاكت,neutral
البني كام سعره,neutral
اي حاجه علا بتلبسها بتحليها❤️😍,positive
البني ده دريس,neutral
بكام الجيب؟,neutral
بكام الجاكت الجينز,neutral
بكام الجاكيت الجينس,neutral
بكام الجيب البني,neutral
Hm الدريس,neutral
سعره كام,neutral
Available in store? And hm,neutral
مفيش نفس الالوان بدون حزام الوسط ؟,neutral
بكام,neutral
Hm please,neutral
How much?,neutral
بكام؟؟,neutral
بكام,neutral
Hm,neutral
Hm,neutral
بكام,neutral
Hm,neutral
Hm,neutral
ممكن سعر,neutral
Hm,neutral
Hm,neutral
Hm,neutral
Hm,neutral
Hm,neutral
Hm,neutral
بكام الكاردجن,neutral
صورة كامله لكاردجان ده,neutral
موجودين ف فرع مول طنطا؟,neutral
هو فى مشكله ف الويب سايت بحاول ادخل بقالى يومين مش بيفتح,negative
مً تعملو ف قطر,neutral
💜💜💜💜,positive
بكام الكاردجن لو سمحت,neutral
ديما في توفيق ❤️,positive
في فرع في التجمع ؟,neutral
❤️❤️❤️,positive
السبت مش شغال بكام الكاردجن,neutral
بكام السوت,neutral
ممكن سعر الكاردجن,neutral
الجاكت الجينس عامل كام,neutral
ياجمالو .. 🛍🧚‍♀️,positive
ممكن اعرف المكان,neutral
الاجابه صح,neutral
❤️❤️,positive
😍😍😍😍,positive
❤️,positive
👏,neutral
Congratulations 😍😍😍,positive
الفروع فين من فضلك,neutral
السلام عليكم ممكن حضرتك عناويين الفروع,neutral
لو سمحت فيه عنوان الفروع,neutral
الله الله للله😍😍😍,positive
في فروع في طنطا,neutral
الويب سايت مش شغال وكمان الابليكشن,negative
في محافظه المنيا العنوان فين,neutral
ممكن عناوين الفروع,neutral
عناوين الفروع,neutral
الفروع فين,neutral
فين الفروع,neutral
عنوانكم فين بالقاهره,neutral
فين الفروع من فضلك,neutral
الفروع لو سمحتم,neutral
فين الفروع,neutral
فين الفروع,neutral
فين الفروع,neutral
فين الفروع,neutral
فين الفروع لو سمحت,neutral
دا فرع مدينتي,neutral
اللهم بارك من نجاح لنجاح و عقبال الفرع  ❤️❤️❤️❤️,positive
ما شاء الله 😍,positive
❤️,positive
❤️❤️❤️❤️,positive
Best of luck 🤞 ❤️,positive
🔥🔥,positive
👏👏,positive
😍😍😍😍😍,positive
مبروووك❤️🔥,positive
مبروووك❤️,positive
بالتوفيق ❤️😍,positive
مبروك يقلبي من نجاح لنجاح دايما❤️❤️❤️❤️❤️❤️,positive
Congratulations 👏❤️,positive
من نجاح لنجاح يارب دايما ❤️❤️❤️🙌🙌🙌,positive
بالتوفيق,neutral
Congratulations ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,positive
بالتوفيق ❤️❤️❤️❤️,positive
Congratulations 🎉🎉🎉,positive
😍😍😍😍😍Congratulations😍😍😍😍😍,positive
Congratolations,neutral
❤️❤️❤️❤️,positive
❤️❤️❤️❤️,positive
Good luck 👍🏼,positive
Best of luck 🤞,positive
❤️❤️❤️❤️👏👏👏👏,positive
❤️❤️❤️❤️❤️,positive
❤️❤️,positive
🔥🔥🔥,positive
مبروك ليكم,neutral
❤️❤️❤️Congratulations ❤️,positive
ملامح يعني ثقه 👍,positive
مبروك❤️,positive
Congratulations ❤️,positive
Congratulashions,neutral
عقبال فروع الوطن العربي كله عشان انتو تستاهلوا انكوا تتعرفوا في اي مكان,positive
Congratulations ✌️🇵🇸,positive
مبروك ❤️❤️❤️🔥👏يارب عقبال فروع ف مصر كلها والوطن العربي باذن الله ❤️👏,positive
Congratulations 🎉🎉🎉,positive
Congratulations 🎉,positive
Congratulations 😍😍😍,positive
Congratulations ❤️❤️❤️❤️❤️,positive
❤️❤️❤️❤️😍,positive
😍😍😍,positive
تحفه 😍👏,positive
❤️❤️❤️❤️❤️❤️,positive
🔥😍😍😍😍😍😍,positive
🔥🔥🔥🔥🔥🔥🔥🔥❤️,positive
❤️❤️❤️,positive
الخامه تحفه 😻,positive
اجمل براند من غير مُنافس اللهم بارك ❤️❤️❤️👏👏,positive
عقبال فروع اكتر بالتوفيق تستاهلوا ❤️❤️❤️❤️,positive
أجمل براند ف الدنيا 🔥,positive
بالتوفيق تستاهلوا الحلو كله زي ما كل حاجه عندكوا حلوه 🩷,positive
احلى  واشيك لبس من ملامح ❤️❤️❤️❤️,positive
احلى براند 👏👏,positive
بالتوفيق  وعقبال فروع كتير😍,positive
❤️❤️,positive
❤️❤️❤️❤️❤️🔥🔥,positive
ايه السكر ده❤️❤️❤️,positive
َََ,neutral
نفسي أكسب اوووووي 😢,negative
ََ,neutral
❤️❤️❤️,positive
/,neutral
♥️,positive
Congratulations 🎉🎉🎉🎉,positive
💜💜💜💜,positive
🔥🔥🔥,positive
مبرووووك 👏👏👏👏 ❤️❤️ بتمني ف يوم ان شاء الله تكونوا ف سوهاج❤️❤️,positive
كل الدعم😍😍,positive
بالتوفيق و النجاح و عقبال الفرع ال ❤️❤️❤️,positive
babekom🔥❤️,positive
اجمل الاسم ملامح❤️💯✅👏,positive
أنا أتعاملت معاكم اونلاين في فرع المنصوره قبل فروع القاهره والسميد لسه معايا لحد دلوقتي وباجي باخد من فرع فيصل لي ولاختي وبنتها وابعته لها امريكااااااا,neutral
الف مبروك ربنا يوسع عليكم كمان وكمان❤️❤️❤️,positive
الف الف مبروك ويارب دايما ناجحين ومكسرين الدنيا ورقم واحد ❤️❤️❤️👏,positive
🔥🔥🔥❤️❤️مبروووووك,positive
تحفه اوی 😍👏,positive
الف الف مبروك بالتوفيق يارب دايما ومن نجاح لنجاح ❤️❤️❤️❤️❤️👏👏👏,positive
🔥🔥🔥🔥❤️❤️,positive
أنا توقعت صح😍😍😍😍,positive
❤️❤️❤️🔥🔥,positive
انا توقعت صح والله ,positive
زي م توقعت 👏👏👏 يارب اكسب بقا 👏👏👏,positive
❤️❤️❤️❤️❤️,positive
❤️❤️,positive
Congratulations 🎉,positive
❤️❤️❤️❤️,positive
ايه التحفه ده❤️❤️,positive
تحفهه❤️,positive
اجمل براند❤️🔥🔥🔥,positive
يارب دايما بالتوفيق 😍❤️,positive
الانفيتيشن تحفة ودايما مميزين,positive
ممكن اعرف بكره المكلن مفتوح ولا لا,neutral
❤️❤️❤️,positive
😍😍,positive
😍😍,positive
👏👏👏,positive
مدينتي,neutral
❤️❤️,positive
❤️❤️,positive
 يلا مش هييجي حظنا حلو في مره ❤️😥,negative
 يلا من دلوقتتت😍❤️❤️,positive
❤️❤️👏👏👏👏,positive
❤️❤️❤️,positive
👏,positive
❤️❤️❤️❤️🔥,positive
كرييييتف اوى وتحفه اوى اوى ماشاء الله 🤍🤍🤍🌸,positive
بحبكم,neutral
بالتوفيق👏,positive
اشيك واجمل لبس ❤️❤️❤️,positive
بالتوفيق دايما,positive
بالتوفيق دايمااااا بجد تستحقوا 👏👏,positive
مليووووووون مبروووووووك 😍😍,positive
ما شالله عقبال خارج مصر ان شاءالله ❤️,positive
فرع مدينتي🔥,positive
❤️❤️❤️❤️❤️❤️❤️❤️,positive
مدينتى,neutral
مدينتي,neutral
مدينتى,neutral
مدينتى,neutral
فرع مدينتي ❤️❤️❤️,positive
مدينتى,neutral
فرع مدينتي,positive
❤️❤️❤️❤️❤️,positive
Madinaty branch,neutral
فرع مدينتي 😍,positive
مدينتي,neutral
المنصورة😍,positive
اسكندرية,neutral
المنصوره 🔥,positive
المنصورة ❤️,positive
ايااا كان المكان ف ده من أفضل البراندات كده كده ❤️❤️,positive
المنصوره😍,positive
اسكندريه,neutral
لازم يكون في مصرالجديدة بقى 🥰🥰🥰,positive
