post_id,post_date,post_caption,clean_caption,post_likes,comments,clean_comments,sentiment_analysis
3385174905723129733,2024-06-07 12:45:17,"the bandana edit🤠🏹🫰🏼🔗

#stradivarus #stradilooks",the bandana edit🤠🏹🫰🏼🔗   ,2646,"['Love it✨\U0001faf6🏼', 'This is so freaking cool 😍', '🔥🔥🔥🔥', '😍😍😍', 'Wow por la modelo, yo también tengo esa cicatriz. Gracias por dar visibilidad.👏👏👏', 'The whole collection is blue and white supporting the baby killers we know that they own everything but at least hide it its a shame #freepalestine']","['Love it✨\U0001faf6🏼', 'This is so freaking cool 😍', '🔥🔥🔥🔥', '😍😍😍', 'Wow por la modelo, yo también tengo esa cicatriz. Gracias por dar visibilidad.👏👏👏', 'The whole collection is blue and white supporting the baby killers we know that they own everything but at least hide it its a shame ']","['positive', 'positive', 'positive', 'positive', 'positive', 'negative']"
3384416279408578682,2024-06-06 11:38:01,"goddess in motion 🏹🏸 a collection for effortless flow

#stradivarius #stradilooks",goddess in motion 🏹🏸 a collection for effortless flow   ,4086,"['I love it !!', 'La mejor foto es la ultima! Wow bomba !!', 'C est tenue sont incroyables 😍', 'Precioso escenario ❤️', '❤️❤️❤️❤️', 'Yessss to all 😍', '🙌', '👍🏻😊']","['I love it !!', 'La mejor foto es la ultima! Wow bomba !!', 'C est tenue sont incroyables 😍', 'Precioso escenario ❤️', '❤️❤️❤️❤️', 'Yessss to all 😍', '🙌', '👍🏻😊']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive']"
3383824070560860780,2024-06-05 16:01:25,"feelings of summer🩵🧺🌾🌞

#stradivarius #stradilooks",feelings of summer🩵🧺🌾🌞   ,5010,"['amo!!', 'I need the black one', '😍😍😍', '😍😍😍', '💖💖', '❤️❤️❤️❤️', '😍😍😍🤍', '😍😍', 'Parece un bikini víejo...']","['amo!!', 'I need the black one', '😍😍😍', '😍😍😍', '💖💖', '❤️❤️❤️❤️', '😍😍😍🤍', '😍😍', 'Parece un bikini víejo...']","['positive', 'neutral', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'negative']"
3383092469438853669,2024-06-04 15:47:51,"key item of the season: the bandana🤠🤝🏼🐎💓

#stradivarius #stradilooks",key item of the season the bandana🤠🤝🏼🐎💓   ,4068,"['So pretty 😍', '😍', '♥️', 'Love #3 😍😍😍😍', 'Subida del pantalón de 19.99 a 25.99 ya no lo compro..... menuda gracia........', 'Pas beau', '@francesca.caloi eccola quella che vuole il paaa']","['So pretty 😍', '😍', '♥️', 'Love  😍😍😍😍', 'Subida del pantalón de . a . ya no lo compro..... menuda gracia........', 'Pas beau', '.caloi eccola quella che vuole il paaa']","['positive', 'positive', 'positive', 'positive', 'negative', 'negative', 'neutral']"
3382366128829374042,2024-06-03 15:48:45,"get ready to live the summer of your life by @kodak 🛵

#stradivarius #stradilooks",get ready to live the summer of your life by  🛵   ,2043,"['🔥', 'Wow!!!! Amazing!!!!🛵❤️❤️❤️❤️❤️❤️', '😍😍😍', '❤️❤️❤️❤️', 'AI', '💚🛵', 'Siempre lo mejor 😍😍', 'Yo me suboooo 🛵♥️⚡️', '🔥🔥🔥🔥', '👏👏👏👏👏👏👏👏👏👏👏', 'def i am with you, stradi\U0001faf6🏻', 'Such a nice video!']","['🔥', 'Wow!!!! Amazing!!!!🛵❤️❤️❤️❤️❤️❤️', '😍😍😍', '❤️❤️❤️❤️', 'AI', '💚🛵', 'Siempre lo mejor 😍😍', 'Yo me suboooo 🛵♥️⚡️', '🔥🔥🔥🔥', '👏👏👏👏👏👏👏👏👏👏👏', 'def i am with you, stradi\U0001faf6🏻', 'Such a nice video!']","['neutral', 'positive', 'positive', 'positive', 'neutral', 'neutral', 'positive', 'positive', 'positive', 'positive', 'neutral', 'positive']"
3381711621640479823,2024-06-02 18:04:21,"as seen on our girls the funniest t-shirts of the season🍒🎀💌🏎️

#stradivarius #stradilooks",as seen on our girls the funniest t-shirts of the season🍒🎀💌🏎️   ,12423,"['I love your clothes so much 😍 just bought some things from your La Canada store yesterday whilst visiting!', 'Referencia de la camiseta de la botas Cowboy?', '😍 Already in stores?', 'Hay locales en Punta Cana? Compré en uno de Playa del Carmen en Mejico.', '💘🍒✨\U0001faf0🏻🌸', 'Soy fan!', '😍🍬🍓\U0001faf6', 'Жахливі враження 😤😡 Робила повернення 3001472919. Товар забрали з пошти ще тиждень тому, а гроші все ще не повернули!!!', '😍😍', '💙🌸', 'everything is so gorgeous \U0001f979💌\U0001faf6🏻', 'So sweet \U0001f979 !!!!', 'cute!!', '🔥🔥🔥', 'El coche que está estampado en la camiseta se parece al Honda Coche, marca que él Ayrton Senna tenía y conductoLa imagen que está impresa en la camiseta se parece al coche de Honda, la marca que tenía y conducía Ayrton Senna!!!!', '😍😍😍😍', 'A mi hija Sara le encanta este coche Honda, marca!! Era el coche de Ayrton Senna da Silva, que para ella el mejor piloto de Fórmula 1 de la historia!!!! Hermoso por dentro e por fora!!!!', 'Stradivarius iyisin hoşsun da gereksiz pahalısın sanki birazzz', '😍😍😍', 'Y vamos a cortar el invierno en breve', 'Don’t work with @DPDNL. I bought something online and they didnt give my package. If stradivarius is working with dpd I wil never buy again ! Worst delivery service ever']","['I love your clothes so much 😍 just bought some things from your La Canada store yesterday whilst visiting!', 'Referencia de la camiseta de la botas Cowboy?', '😍 Already in stores?', 'Hay locales en Punta Cana? Compré en uno de Playa del Carmen en Mejico.', '💘🍒✨\U0001faf0🏻🌸', 'Soy fan!', '😍🍬🍓\U0001faf6', 'Жахливі враження 😤😡 Робила повернення . Товар забрали з пошти ще тиждень тому, а гроші все ще не повернули!!!', '😍😍', '💙🌸', 'everything is so gorgeous \U0001f979💌\U0001faf6🏻', 'So sweet \U0001f979 !!!!', 'cute!!', '🔥🔥🔥', 'El coche que está estampado en la camiseta se parece al Honda Coche, marca que él Ayrton Senna tenía y conductoLa imagen que está impresa en la camiseta se parece al coche de Honda, la marca que tenía y conducía Ayrton Senna!!!!', '😍😍😍😍', 'A mi hija Sara le encanta este coche Honda, marca!! Era el coche de Ayrton Senna da Silva, que para ella el mejor piloto de Fórmula  de la historia!!!! Hermoso por dentro e por fora!!!!', 'Stradivarius iyisin hoşsun da gereksiz pahalısın sanki birazzz', '😍😍😍', 'Y vamos a cortar el invierno en breve', 'Don’t work with . I bought something online and they didnt give my package. If stradivarius is working with dpd I wil never buy again ! Worst delivery service ever']","['positive', 'neutral', 'positive', 'neutral', 'neutral', 'positive', 'positive', 'negative', 'positive', 'neutral', 'positive', 'positive', 'positive', 'positive', 'neutral', 'positive', 'positive', 'negative', 'positive', 'neutral', 'negative']"
3381055694788738356,2024-06-01 20:24:32,"when memories become tangible thanks to @kodak 🎞️

#stradivarius #stradilooks",when memories become tangible thanks to  🎞️   ,1765,"['🙌🙌🙌', 'Gorgeous 😍', '🔥🔥🔥']","['🙌🙌🙌', 'Gorgeous 😍', '🔥🔥🔥']","['positive', 'positive', 'positive']"
3380129193687811044,2024-05-31 13:40:21,"must-haves to celébrate the summer🍋🧺🌻

#stradivarius #stradilooks",must-haves to celébrate the summer🍋🧺🌻   ,3000,"['oh, nice', '💛', 'so cute😍🍋💛', '🙌', 'Oh I need to get them 🍋', 'Same quality as shein, but more expensive', 'I AM FALL IN LOVE WITH STRADIVARIUS❤️❤️❤️😍😍😍', 'Beautiful 🍋', '🔥🔥', 'Cheap just like your brand', '@marinaamartiin esta colección tiene tu nombre! 🍋', '❤️ @nadia.riley.9 😍']","['oh, nice', '💛', 'so cute😍🍋💛', '🙌', 'Oh I need to get them 🍋', 'Same quality as shein, but more expensive', 'I AM FALL IN LOVE WITH STRADIVARIUS❤️❤️❤️😍😍😍', 'Beautiful 🍋', '🔥🔥', 'Cheap just like your brand', ' esta colección tiene tu nombre! 🍋', '❤️ .riley. 😍']","['positive', 'positive', 'positive', 'positive', 'neutral', 'negative', 'positive', 'positive', 'positive', 'negative', 'positive', 'positive']"
3379480063370145664,2024-05-30 16:18:04,"leopard-print trend got out of hand🐆🤝🏼

#stradivarius #stradilooks",leopard-print trend got out of hand🐆🤝🏼   ,3916,"['❤️', 'Amei', '😍😍', '🍉', 'So cool 😍', 'Colors of genocide', '🤎💛🖤🤎💛🖤🤎💛🖤', '🔥🔥🔥', '😃🤣🤣 bellissimooo', 'Woooooow!!! ❤❤❤❤', '💛', 'the colors of the year should be 💚❤️🤍', '🍉🍉🍉🍉🍉🍉🍉', '😍😍', '🐆❤️🐆❤️🐆❤️🐆❤️🐆❤️🐆❤️🐆', 'NO COMPREN POR SU PÁGINA!!! Es una estafa lo que hacen cuando se hace una devolución de un producto, llevo esperando desde el marzo y a hoy (casi 3 meses después) nadie me soluciona, se botan la pelota de uno al otro y se quieren quedar con mi dinero!!!', '🔥🔥🔥🔥🔥', 'Color of genocide', 'Boycott👎👎', 'How cool!', ""We've recently done a photoshoot featuring some of your clothes! We would love you to have a look, check your DMs 💜💜💜""]","['❤️', 'Amei', '😍😍', '🍉', 'So cool 😍', 'Colors of genocide', '🤎💛🖤🤎💛🖤🤎💛🖤', '🔥🔥🔥', '😃🤣🤣 bellissimooo', 'Woooooow!!! ❤❤❤❤', '💛', 'the colors of the year should be 💚❤️🤍', '🍉🍉🍉🍉🍉🍉🍉', '😍😍', '🐆❤️🐆❤️🐆❤️🐆❤️🐆❤️🐆❤️🐆', 'NO COMPREN POR SU PÁGINA!!! Es una estafa lo que hacen cuando se hace una devolución de un producto, llevo esperando desde el marzo y a hoy (casi  meses después) nadie me soluciona, se botan la pelota de uno al otro y se quieren quedar con mi dinero!!!', '🔥🔥🔥🔥🔥', 'Color of genocide', 'Boycott👎👎', 'How cool!', 'Weve recently done a photoshoot featuring some of your clothes! We would love you to have a look, check your DMs 💜💜💜']","['positive', 'positive', 'positive', 'neutral', 'positive', 'negative', 'neutral', 'positive', 'positive', 'positive', 'neutral', 'positive', 'neutral', 'positive', 'positive', 'negative', 'positive', 'negative', 'negative', 'positive', 'positive']"
3378744194317209712,2024-05-29 15:49:44,"when everything in life starts to sound very cowquette🤠🌻💓🧺🌾

#stradivarius #stradilooks",when everything in life starts to sound very cowquette🤠🌻💓🧺🌾   ,45333,"['Precio del primer vestido  y del pantalón blanco', '❤️', 'Yo quiero el sombrero 😍', 'The first dress😍', '😍😍😍', 'me flipaaa😍😍😍', 'Colors of baby blood', 'A blue n white collection hah !???🍉', 'so cute 😍😍', '❤️❤️❤️', 'Will be hats available to buy? When?', '❤️❤️❤️❤️', '😍😍quiero todo', '🙌😍🔥', '❤️❤️❤️', '😍🔥👏', 'Precio del chaleco del final del video por favor vivo en canarias Tenerife', '😍🤠🤠🤠🤠', '🧿💯🙏', 'Zoet', 'Que pena que no reflejeis cuerpos normales.... de verdad', 'چقد کیوته😍', '😍😍😍😍', 'El sombrero no se vende???', ""We've recently done a photoshoot featuring some of your clothes! We would love you to have a look, check your DMs 💜💜"", 'With a flat chest no problem', 'Arriba de este anuncio me salió una muchacha, mostrando blusas blancas en la tienda Stradivarius, viendo cómo deja la ropa la gente que se la prueba y no la compra, llena de maquillaje, sudor, labial, en serio dejan que la gente se vaya asi como asi dejando la ropa ya sucia o manchada?', 'Antes de ver que era un anuncio promocional pensé que nos estaba enseñando como tender ropa para que se seque 😂 😂 😂 😂 😂', 'Nooo pues yo siendo latina..jamás me quedaría esa ropa taaan skiny', ""I'm poor"", '@dltsinhache... Amika, cerezas 🍒 en el campo Vibes \U0001fa77', '@marianavilaverde 😍']","['Precio del primer vestido  y del pantalón blanco', '❤️', 'Yo quiero el sombrero 😍', 'The first dress😍', '😍😍😍', 'me flipaaa😍😍😍', 'Colors of baby blood', 'A blue n white collection hah !???🍉', 'so cute 😍😍', '❤️❤️❤️', 'Will be hats available to buy? When?', '❤️❤️❤️❤️', '😍😍quiero todo', '🙌😍🔥', '❤️❤️❤️', '😍🔥👏', 'Precio del chaleco del final del video por favor vivo en canarias Tenerife', '😍🤠🤠🤠🤠', '🧿💯🙏', 'Zoet', 'Que pena que no reflejeis cuerpos normales.... de verdad', 'چقد کیوته😍', '😍😍😍😍', 'El sombrero no se vende???', 'Weve recently done a photoshoot featuring some of your clothes! We would love you to have a look, check your DMs 💜💜', 'With a flat chest no problem', 'Arriba de este anuncio me salió una muchacha, mostrando blusas blancas en la tienda Stradivarius, viendo cómo deja la ropa la gente que se la prueba y no la compra, llena de maquillaje, sudor, labial, en serio dejan que la gente se vaya asi como asi dejando la ropa ya sucia o manchada?', 'Antes de ver que era un anuncio promocional pensé que nos estaba enseñando como tender ropa para que se seque 😂 😂 😂 😂 😂', 'Nooo pues yo siendo latina..jamás me quedaría esa ropa taaan skiny', 'Im poor', '... Amika, cerezas 🍒 en el campo Vibes \U0001fa77', ' 😍']","['neutral', 'positive', 'positive', 'positive', 'positive', 'positive', 'negative', 'neutral', 'positive', 'positive', 'neutral', 'positive', 'positive', 'positive', 'positive', 'positive', 'neutral', 'positive', 'positive', 'neutral', 'negative', 'positive', 'positive', 'neutral', 'positive', 'negative', 'negative', 'neutral', 'negative', 'negative', 'neutral', 'positive']"
3378025955501172852,2024-05-28 16:01:35,"COWQUETTE🤠💓🌾 
when mixing cowboy with the sweet coquette 

#stradivarius #stradilooks",COWQUETTE🤠💓🌾  when mixing cowboy with the sweet coquette    ,5633,"['My favorite shop ❤️', 'But this is Wild elegant coquette 👏', '🔥😍', '🍉🍉🍉🍉', 'De donde es el sombrero!! Ideal', '🔥🔥🔥', 'd dnde es el sombreroooo!!??', '🔥🔥', '😍😍', 'I’m here for all these cute dresses 😍', '🔥so amazing😍', '❤️❤️❤️❤️❤️', '🙌', '🍉', 'Vais a vender el sombrero?', '🔥🔥', 'De donde es el sombrerool', 'No recomiendo compras online de esta tienda ya que hace semanas hice una compra que me cancelaron y a este momento no me han devuelto mi dinero ni me han informado cuando me lo devolverán, pésimo servicio al cliente', '❤️', '🍉🍉🍉🍉🍉🍉🍉', ""I'm sick of being a millionaire, what should I do with my money?"", 'Son los sombrero de @alashats No??? Hacéis colab??? Me muero por tener uno!!! 😍😍😍', '@stradivarius no realicen compra en línea te roban tu dinero y no te llegan los paquete', '@stradivarius ustedes tienen un muy mal servicio de venta online los paquete no son entregado correctamente y dicen q si lo entregan cuando se hace el reclamo nunca responden o se desentienden del problema , quiero mi dinero devuelta me cobraron y no recibí nada  y nadie me da repuesta', 'y esos sombreros de @alashats??? que monos 😍😍']","['My favorite shop ❤️', 'But this is Wild elegant coquette 👏', '🔥😍', '🍉🍉🍉🍉', 'De donde es el sombrero!! Ideal', '🔥🔥🔥', 'd dnde es el sombreroooo!!??', '🔥🔥', '😍😍', 'I’m here for all these cute dresses 😍', '🔥so amazing😍', '❤️❤️❤️❤️❤️', '🙌', '🍉', 'Vais a vender el sombrero?', '🔥🔥', 'De donde es el sombrerool', 'No recomiendo compras online de esta tienda ya que hace semanas hice una compra que me cancelaron y a este momento no me han devuelto mi dinero ni me han informado cuando me lo devolverán, pésimo servicio al cliente', '❤️', '🍉🍉🍉🍉🍉🍉🍉', 'Im sick of being a millionaire, what should I do with my money?', 'Son los sombrero de  No??? Hacéis colab??? Me muero por tener uno!!! 😍😍😍', ' no realicen compra en línea te roban tu dinero y no te llegan los paquete', ' ustedes tienen un muy mal servicio de venta online los paquete no son entregado correctamente y dicen q si lo entregan cuando se hace el reclamo nunca responden o se desentienden del problema , quiero mi dinero devuelta me cobraron y no recibí nada  y nadie me da repuesta', 'y esos sombreros de ??? que monos 😍😍']","['positive', 'positive', 'positive', 'neutral', 'positive', 'positive', 'neutral', 'positive', 'positive', 'positive', 'positive', 'positive', 'positive', 'neutral', 'neutral', 'positive', 'neutral', 'negative', 'positive', 'neutral', 'neutral', 'positive', 'negative', 'negative', 'positive']"
